              Time,ñ                  õ,m                  y,m                  z,m          Speed_X,m/s          Speed_Y,m/s          Speed_Z,m/s         Omegax,rad/c         Omegay,rad/c         Omegaz,rad/c          Alfa,degree         Betta,degree         Pitch,degree           Yaw,degree          Roll,degree          TETA,degree           PSI,degree             B,degree             L,degree                  H,m           deltaPitch             deltaYaw            deltaRoll                   Gx                   Gy                   Gz 
                   0                    0                10000                    0                  585             -1013.25                    0                 0.01                 0.01                 0.01          5.56733e-15                    0                  -60                    0                    0                  -60                   -0              48.7703               46.306                10000                    0                    0                    0         -6.27744e+66         -6.27744e+66         -6.27744e+66 
                0.01              5.84953              9989.87          7.34437e-06              584.906             -1013.18           0.00139721           0.00999837           0.00892167           0.00856867           0.00781375           0.00557155             -59.9946            0.0110029            0.0152576             -60.0024         -0.000136867              48.7703               46.306              9989.87                    0                    0                    0         -9.03576e-05             -9.77906         -1.12248e-11 
                0.02              11.6981              9979.74           2.6628e-05              584.813             -1013.12           0.00240185           0.00999675            0.0062942           0.00495695            0.0141311            0.0100455             -59.9906            0.0198445            0.0286423             -60.0047         -0.000235316              48.7704               46.306              9979.74                    0                    0                    0         -9.92382e-05             -9.77909         -4.06806e-11 
                0.03              17.5458              9969.61          5.44495e-05               584.72             -1013.05            0.0031285           0.00999512           0.00260762         -0.000159719            0.0178888            0.0126693             -59.9892            0.0250131            0.0388452             -60.0071         -0.000306557              48.7704               46.306              9969.61                    0                    0                    0         -0.000108117             -9.77912         -8.31903e-11 
                0.04              23.3925              9959.48          8.88045e-05              584.627             -1012.99           0.00373769           0.00999349          -0.00147352           -0.0058578            0.0184922            0.0130282             -59.9909            0.0256684             0.045139             -60.0094         -0.000366309              48.7705               46.306              9959.48                    0                    0                    0         -0.000116995             -9.77915         -1.35681e-10 
                0.05              29.2383              9949.35          0.000129405              584.533             -1012.92           0.00440698           0.00999185           -0.0052295           -0.0111316            0.0159089            0.0111114             -59.9958            0.0217723            0.0474905             -60.0117         -0.000431971              48.7706               46.306              9949.35                    0                    0                    0         -0.000125872             -9.77919         -1.97713e-10 
                0.06              35.0832              9939.22          0.000177694               584.44             -1012.85            0.0052997           0.00999022          -0.00801216           -0.0150706            0.0106631           0.00730476             -60.0034            0.0140788            0.0465522             -60.0141         -0.000519558              48.7706               46.306              9939.22                    0                    0                    0         -0.000134747             -9.77922         -2.71494e-10 
                0.07              40.9271              9929.09          0.000236554              584.346             -1012.79           0.00653666           0.00998858          -0.00935675           -0.0170166            0.0037317            0.0023158             -60.0127            0.0039873            0.0435354             -60.0164         -0.000640928              48.7707               46.306              9929.09                    0                    0                    0         -0.000143621             -9.77925         -3.61442e-10 
                0.08              46.7701              9918.96          0.000309776              584.251             -1012.72           0.00817592           0.00998694          -0.00905956           -0.0166733          -0.00363524          -0.00295678             -60.0225          -0.00671364            0.0399891             -60.0188         -0.000801789              48.7707               46.306              9918.96                    0                    0                    0         -0.000152493             -9.77928         -4.73309e-10 
                0.09              52.6121              9908.83          0.000401376              584.155             -1012.65            0.0102038           0.00998531          -0.00720806            -0.014151           -0.0101391          -0.00758414             -60.0314           -0.0161656            0.0375229             -60.0212          -0.00100082              48.7708               46.306              9908.83                    0                    0                    0         -0.000161364             -9.77931         -6.13272e-10 
                 0.1              58.4532              9898.71          0.000514883              584.059             -1012.59            0.0125389           0.00998366          -0.00416045          -0.00993964           -0.0146608           -0.0107705             -60.0384           -0.0227673            0.0375243             -60.0237          -0.00123006              48.7708               46.306              9898.71                    0                    0                    0         -0.000170233             -9.77934         -7.86696e-10 
                0.11              64.2933              9888.58          0.000652735              583.963             -1012.52            0.0150474           0.00998202          -0.00047758          -0.00481539           -0.0164537           -0.0119901             -60.0426            -0.025452            0.0409181             -60.0261          -0.00147638              48.7709               46.306              9888.58                    0                    0                    0         -0.000179102             -9.77937         -9.97325e-10 
                0.12              70.1325              9878.46          0.000815869              583.867             -1012.45            0.0175677           0.00998038           0.00317965          0.000301411           -0.0152666           -0.0110739             -60.0439           -0.0238654            0.0480116             -60.0286          -0.00172395              48.7709               46.306              9878.46                    0                    0                    0         -0.000187968              -9.7794         -1.24658e-09 
                0.13              75.9706              9868.33           0.00100359               583.77             -1012.39            0.0199397           0.00997873           0.00616858           0.00451122           -0.0113775          -0.00823208             -60.0424           -0.0184134             0.058453              -60.031          -0.00195704               48.771               46.306              9868.33                    0                    0                    0         -0.000196834             -9.77943          -1.5334e-09 
                0.14              81.8079              9858.21           0.00121373              583.674             -1012.32            0.0220326           0.00997709           0.00797767           0.00709329           -0.0055338          -0.00400882              -60.039           -0.0101748            0.0713077             -60.0335          -0.00216281               48.771               46.306              9858.21                    0                    0                    0         -0.000205697             -9.77947         -1.85448e-09 
                0.15              87.6441              9848.09           0.00144304              583.578             -1012.25            0.0237673           0.00997544           0.00831402           0.00762904           0.00118975           0.00082021             -60.0347          -0.00069482            0.0852367             -60.0359          -0.00233348              48.7711               46.306              9848.09                    0                    0                    0          -0.00021456              -9.7795         -2.20485e-09 
                0.16              93.4794              9837.96           0.00168782              583.483             -1012.18            0.0251297           0.00997379            0.0071504           0.00606951           0.00758728           0.00538962             -60.0307           0.00829788            0.0987421             -60.0383          -0.00246764              48.7711               46.306              9837.96                    0                    0                    0         -0.000223421             -9.77953         -2.57888e-09 
                0.17              99.3138              9827.84           0.00194456              583.388             -1012.11            0.0261715           0.00997213           0.00472507           0.00273665            0.0125372           0.00889874             -60.0281            0.0152006             0.110436             -60.0406          -0.00257036              48.7712               46.306              9827.84                    0                    0                    0         -0.000232281             -9.77956         -2.97117e-09 
                0.18              105.147              9817.72           0.00221054              583.292             -1012.04                0.027           0.00997048           0.00149458          -0.00174066            0.0151989            0.0107519             -60.0277            0.0188161             0.119281              -60.043          -0.00265216              48.7712               46.306              9817.72                    0                    0                    0         -0.000241139             -9.77959         -3.37759e-09 
                0.19               110.98               9807.6           0.00248432              583.197             -1011.97            0.0277579           0.00996882          -0.00195141          -0.00654421            0.0151552            0.0106595             -60.0301             0.018555             0.124767             -60.0453          -0.00272705              48.7713               46.306               9807.6                    0                    0                    0         -0.000249996             -9.77962         -3.79592e-09 
                 0.2              116.811              9797.48           0.00276597              583.102              -1011.9            0.0285972           0.00996717          -0.00499743           -0.0108154            0.0124776           0.00868306             -60.0351            0.0145258             0.126988             -60.0476          -0.00280997              48.7713               46.306              9797.48                    0                    0                    0         -0.000258851             -9.77965         -4.22628e-09 
                0.21              122.642              9787.36           0.00305699              583.006             -1011.83            0.0296522           0.00996551          -0.00711196           -0.0138086           0.00770298           0.00521689             -60.0423           0.00750135             0.126612               -60.05          -0.00291411              48.7714               46.306              9787.36                    0                    0                    0         -0.000267705             -9.77968         -4.67096e-09 
                0.22              128.471              9777.25           0.00336005               582.91             -1011.76            0.0310159           0.00996385          -0.00794021           -0.0150211           0.00172834          0.000910925             -60.0506          -0.00123144             0.124755             -60.0524          -0.00304864              48.7714               46.306              9777.25                    0                    0                    0         -0.000276558             -9.77971         -5.13403e-09 
                0.23                134.3              9767.13           0.00367847              582.813             -1011.69            0.0327245           0.00996219          -0.00736353           -0.0142776          -0.00435644          -0.00345008             -60.0591             -0.01011              0.12277             -60.0548          -0.00321711              48.7715               46.306              9767.13                    0                    0                    0         -0.000285409             -9.77975         -5.62058e-09 
                0.24              140.128              9757.01           0.00401561              582.716             -1011.62            0.0347517           0.00996052          -0.00551566           -0.0117541          -0.00946632          -0.00708895             -60.0667            -0.017579             0.122005             -60.0572          -0.00341698              48.7715               46.306              9757.01                    0                    0                    0         -0.000294259             -9.77978         -6.13574e-09 
                0.25              145.954               9746.9           0.00437429              582.618             -1011.55            0.0370153           0.00995886          -0.00275422          -0.00794045           -0.0127143          -0.00937435             -60.0724           -0.0223677             0.123562             -60.0596          -0.00364015              48.7716               46.306               9746.9                    0                    0                    0         -0.000303108             -9.77981         -6.68382e-09 
                0.26               151.78              9736.78           0.00475629               582.52             -1011.48            0.0393922           0.00995719          0.000407621          -0.00354636           -0.0135654          -0.00993035             -60.0757           -0.0237118             0.128102             -60.0621          -0.00387456              48.7717               46.306              9736.78                    0                    0                    0         -0.000311955             -9.77984         -7.26754e-09 
                0.27              157.605              9726.67           0.00516204              582.422             -1011.41            0.0417419           0.00995552           0.00339602          0.000630158           -0.0119246           -0.0086982             -60.0765           -0.0214801             0.135741             -60.0645          -0.00410636              48.7717               46.306              9726.67                    0                    0                    0           -0.0003208             -9.77987         -7.88755e-09 
                0.28              163.428              9716.55           0.00559059              582.324             -1011.34            0.0439316           0.00995385           0.00568039           0.00384727           -0.0081446          -0.00594007             -60.0751           -0.0161851             0.146034              -60.067           -0.0043225              48.7718               46.306              9716.55                    0                    0                    0         -0.000329644              -9.7799          -8.5424e-09 
                0.29              169.251              9706.44            0.0060398              582.226             -1011.27            0.0458601           0.00995218           0.00686754           0.00555102          -0.00295252          -0.00218526             -60.0723          -0.00887637             0.158071             -60.0694            -0.004513              48.7718               46.306              9706.44                    0                    0                    0         -0.000338487             -9.77993         -9.22882e-09 
                 0.3              175.073              9696.33           0.00650674              582.129              -1011.2            0.0474748           0.00995051           0.00676931           0.00547066           0.00268814           0.00187029             -60.0691         -0.000940027             0.170651             -60.0718          -0.00467269              48.7719               46.306              9696.33                    0                    0                    0         -0.000347328             -9.77996         -9.94234e-09 
                0.31              180.894              9686.22           0.00698826              582.031             -1011.13            0.0487807           0.00994883           0.00543195           0.00366114           0.00775543           0.00549235             -60.0664           0.00615779             0.182502             -60.0741          -0.00480202              48.7719               46.306              9686.21                    0                    0                    0         -0.000356168             -9.77999         -1.06781e-08 
                0.32              186.713              9676.11           0.00748152              581.934             -1011.05             0.049838           0.00994716           0.00312337          0.000486763            0.0113536            0.0080409             -60.0651            0.0111356             0.192516             -60.0765          -0.00490692               48.772               46.306               9676.1                    0                    0                    0         -0.000365006             -9.78003         -1.14319e-08 
                0.33              192.532                 9666           0.00798453              581.837             -1010.98            0.0507501           0.00994548          0.000280499          -0.00345056            0.0128712           0.00908326              -60.066            0.0131222             0.199936             -60.0789          -0.00499756               48.772               46.306              9665.99                    0                    0                    0         -0.000373843             -9.78006         -1.22005e-08 
                0.34               198.35              9655.89           0.00849647               581.74             -1010.91            0.0516443            0.0099438          -0.00257288          -0.00742464            0.0120853           0.00846752             -60.0691            0.0118037             0.204492             -60.0812          -0.00508646              48.7721               46.306              9655.88                    0                    0                    0         -0.000382679             -9.78009         -1.29828e-08 
                0.35              204.167              9645.78           0.00901779              581.642             -1010.84            0.0526482           0.00994212          -0.00492234           -0.0107186           0.00919283           0.00634387             -60.0743           0.00746719              0.20643             -60.0836          -0.00518621              48.7721               46.306              9645.77                    0                    0                    0         -0.000391513             -9.78012         -1.37795e-08 
                0.36              209.983              9635.67           0.00955015              581.545             -1010.76            0.0538669           0.00994044          -0.00635553           -0.0127538           0.00476589           0.00313102             -60.0811          0.000936727             0.206466             -60.0859          -0.00530715              48.7722               46.306              9635.67                    0                    0                    0         -0.000400345             -9.78015          -1.4593e-08 
                0.37              215.798              9625.56            0.0100961              581.446             -1010.69            0.0553641           0.00993875           -0.0066345            -0.013192         -0.000359546         -0.000565244             -60.0887           -0.0065865              0.20564             -60.0883          -0.00545558              48.7722               46.306              9625.56                    0                    0                    0         -0.000409177             -9.78018         -1.54272e-08 
                0.38              221.612              9615.46            0.0106584              581.347             -1010.62            0.0571518           0.00993707          -0.00573501           -0.0119906          -0.00524064          -0.00406552              -60.096           -0.0137484             0.205126             -60.0907           -0.0056327              48.7723               46.306              9615.45                    0                    0                    0         -0.000418006             -9.78021         -1.62865e-08 
                0.39              227.425              9605.35            0.0112399              581.248             -1010.54            0.0591891           0.00993538          -0.00384659          -0.00940469          -0.00900035          -0.00674124             -60.1022           -0.0192901             0.206015             -60.0931          -0.00583448              48.7723               46.306              9605.35                    0                    0                    0         -0.000426835             -9.78024         -1.71752e-08 
                 0.4              233.237              9595.24            0.0118427              581.149             -1010.47            0.0613906           0.00993369          -0.00133401          -0.00593474           -0.0109849          -0.00812743             -60.1066            -0.022274              0.20912             -60.0956          -0.00605254              48.7724               46.306              9595.24                    0                    0                    0         -0.000435661             -9.78027         -1.80963e-08 
                0.41              239.048              9585.14            0.0124679              581.049             -1010.39            0.0636431             0.009932           0.00133257          -0.00223074           -0.0108776          -0.00800353             -60.1089           -0.0222484             0.214834              -60.098          -0.00627569              48.7724               46.306              9585.14                    0                    0                    0         -0.000444487             -9.78031         -1.90517e-08 
                0.42              244.858              9575.04            0.0131154              580.949             -1010.32            0.0658264            0.0099303           0.00366526           0.00102923          -0.00874859          -0.00642816             -60.1092           -0.0193192             0.223063             -60.1005          -0.00649209              48.7725               46.306              9575.03                    0                    0                    0         -0.000453311             -9.78034         -2.00411e-08 
                0.43              250.667              9564.93            0.0137839               580.85             -1010.25            0.0678355           0.00992861            0.0052475           0.00326283          -0.00503385          -0.00372233             -60.1079           -0.0141181             0.233262             -60.1029          -0.00669138              48.7725               46.306              9564.93                    0                    0                    0         -0.000462133             -9.78037         -2.10627e-08 
                0.44              256.475              9554.83            0.0144713               580.75             -1010.17            0.0695992           0.00992691           0.00580849            0.0040875          -0.00044761         -0.000405371             -60.1057          -0.00767603             0.244535             -60.1053          -0.00686653              48.7726               46.306              9554.83                    0                    0                    0         -0.000470954              -9.7804         -2.21131e-08 
                0.45              262.282              9544.73            0.0151749              580.651              -1010.1            0.0710927           0.00992522           0.00526934            0.0033858            0.0041539           0.00290406             -60.1035          -0.00122525             0.255814             -60.1077          -0.00701508              48.7726               46.306              9544.72                    0                    0                    0         -0.000479774             -9.78043         -2.31885e-08 
                0.46              268.088              9534.63            0.0158923              580.552             -1010.02            0.0723409           0.00992352           0.00375346           0.00132114           0.00793158           0.00560283             -60.1021           0.00402959             0.266056             -60.1101          -0.00713947              48.7727               46.306              9534.62                    0                    0                    0         -0.000488592             -9.78046         -2.42847e-08 
                0.47              273.893              9524.53            0.0166212              580.452             -1009.94            0.0734127           0.00992182           0.00156001          -0.00169776            0.0102162           0.00721306             -60.1022           0.00713049              0.27443             -60.1124          -0.00724648              48.7727               46.306              9524.52                    0                    0                    0         -0.000497408             -9.78049         -2.53986e-08 
                0.48              279.697              9514.43            0.0173603              580.353             -1009.87            0.0744078           0.00992011         -0.000894453          -0.00509679            0.0106269           0.00746679             -60.1041           0.00753506             0.280465             -60.1148          -0.00734596              48.7728               46.306              9514.42                    0                    0                    0         -0.000506223             -9.78052         -2.65281e-08 
                0.49                285.5              9504.33            0.0181094              580.254             -1009.79            0.0754374           0.00991841          -0.00315475          -0.00824505           0.00913453           0.00635037              -60.108           0.00520595             0.284129             -60.1171          -0.00744889              48.7729               46.306              9504.33                    0                    0                    0         -0.000515037             -9.78055          -2.7673e-08 
                 0.5              291.302              9494.23            0.0188695              580.155             -1009.71            0.0766041           0.00991671          -0.00481133           -0.0105717           0.00605902            0.0041014             -60.1134          0.000606391             0.285823             -60.1195          -0.00756539              48.7729               46.306              9494.23                    0                    0                    0         -0.000523849             -9.78058         -2.88345e-08 
                0.51              297.103              9484.14            0.0196422              580.055             -1009.64            0.0779828             0.009915          -0.00557443           -0.0116696           0.00200295           0.00115954             -60.1199          -0.00539532             0.286301             -60.1219          -0.00770287               48.773               46.306              9484.13                    0                    0                    0          -0.00053266             -9.78062         -3.00154e-08 
                0.52              302.903              9474.04              0.02043              579.954             -1009.56            0.0796076           0.00991329          -0.00532475            -0.011366          -0.00226541          -0.00191855             -60.1266           -0.0116935              0.28652             -60.1243          -0.00786473               48.773               46.306              9474.03                    0                    0                    0         -0.000541469             -9.78065         -3.12193e-08 
                0.53              308.702              9463.95            0.0212352              579.853             -1009.48            0.0814669           0.00991158          -0.00413163          -0.00974956          -0.00595682          -0.00456413             -60.1327           -0.0171531             0.287465             -60.1267           -0.0080498              48.7731               46.306              9463.94                    0                    0                    0         -0.000550277             -9.78068         -3.24498e-08 
                0.54                314.5              9453.85            0.0220599              579.752             -1009.41            0.0835057           0.00990987          -0.00223659          -0.00714863          -0.00840667          -0.00630113             -60.1376           -0.0208188             0.289965             -60.1291           -0.0082527              48.7731               46.306              9453.84                    0                    0                    0         -0.000559084             -9.78071         -3.37102e-08 
                0.55              320.297              9443.76            0.0229056              579.651             -1009.33            0.0856373           0.00990815         -5.11975e-06          -0.00406557           -0.0091946          -0.00683184             -60.1408            -0.022088             0.294542             -60.1316          -0.00846485              48.7732               46.306              9443.75                    0                    0                    0         -0.000567888             -9.78074         -3.50026e-08 
                0.56              326.093              9433.67            0.0237726               579.55             -1009.25            0.0877599           0.00990644            0.0021433          -0.00108032           -0.0082165          -0.00608786             -60.1422           -0.0208145             0.301323              -60.134          -0.00867617              48.7732               46.306              9433.66                    0                    0                    0         -0.000576692             -9.78077         -3.63277e-08 
                0.57              331.888              9423.57            0.0246604              579.448             -1009.17            0.0897753           0.00990472           0.00381389           0.00125832          -0.00569655          -0.00423759             -60.1421           -0.0173253             0.310024             -60.1364          -0.00887698              48.7733               46.306              9423.57                    0                    0                    0         -0.000585494              -9.7808         -3.76845e-08 
                0.58              337.682              9413.48            0.0255675              579.347              -1009.1            0.0916074             0.009903           0.00470903           0.00253355           -0.0021384          -0.00164985              -60.141           -0.0123493             0.320014             -60.1388          -0.00905972              48.7733               46.306              9413.47                    0                    0                    0         -0.000594294             -9.78083         -3.90707e-08 
                0.59              343.475              9403.39            0.0264918              579.245             -1009.02            0.0932156           0.00990128            0.0046812           0.00253476           0.00177434           0.00117883             -60.1394          -0.00687319             0.330437             -60.1412          -0.00922037              48.7734               46.306              9403.38                    0                    0                    0         -0.000603093             -9.78086         -4.04833e-08 
                 0.6              349.267               9393.3            0.0274311              579.144             -1008.94            0.0946015           0.00989956           0.00375705           0.00129196           0.00530871           0.00371894             -60.1383          -0.00195224             0.340377             -60.1436           -0.0093591              48.7734               46.306              9393.29                    0                    0                    0          -0.00061189              -9.7809         -4.19188e-08 
                0.61              355.058              9383.21            0.0283833              579.043             -1008.86             0.095808           0.00989784           0.00212884         -0.000934905           0.00781926           0.00550684             -60.1381           0.00148653             0.349031              -60.146          -0.00948011              48.7735               46.306               9383.2                    0                    0                    0         -0.000620686             -9.78093          -4.3374e-08 
                0.62              360.848              9373.12            0.0293469              578.942             -1008.78            0.0969099           0.00989611          0.000115294          -0.00370909           0.00886583           0.00622931             -60.1394            0.0028131             0.355852             -60.1483          -0.00959082              48.7735               46.306              9373.11                    0                    0                    0          -0.00062948             -9.78096         -4.48467e-08 
                0.63              366.637              9363.04            0.0303214              578.841              -1008.7                0.098           0.00989438          -0.00190041           -0.0065021           0.00829067           0.00577842             -60.1424            0.0018043             0.360646             -60.1507           -0.0097004              48.7736               46.306              9363.03                    0                    0                    0         -0.000638273             -9.78099         -4.63361e-08 
                0.64              372.425              9352.95            0.0313072               578.74             -1008.62            0.0991709           0.00989266          -0.00354332          -0.00879401           0.00624125           0.00426693             -60.1468           -0.0013242             0.363602             -60.1531          -0.00981801              48.7736               46.306              9352.94                    0                    0                    0         -0.000647065             -9.78102         -4.78426e-08 
                0.65              378.212              9342.86            0.0323054              578.638             -1008.54             0.100498           0.00989093          -0.00451638           -0.0101701           0.00313587           0.00200236             -60.1523          -0.00596773             0.365242             -60.1555          -0.00995113              48.7737               46.306              9342.85                    0                    0                    0         -0.000655855             -9.78105         -4.93682e-08 
                0.66              383.998              9332.78            0.0333178              578.536             -1008.46             0.102025           0.00988919          -0.00465414            -0.010396         -0.000420496         -0.000574749             -60.1583           -0.0112537             0.366323             -60.1578           -0.0101042              48.7737               46.306              9332.77                    0                    0                    0         -0.000664643             -9.78108         -5.09155e-08 
                0.67              389.782               9322.7            0.0343466              578.434             -1008.38             0.103759           0.00988746           -0.0039507          -0.00945716          -0.00375333            -0.002976              -60.164           -0.0162102              0.36769             -60.1603           -0.0102777              48.7738               46.306              9322.68                    0                    0                    0          -0.00067343             -9.78111         -5.24878e-08 
                0.68              395.566              9312.61            0.0353936              578.331              -1008.3             0.105667           0.00988573          -0.00255745           -0.0075568            -0.006246          -0.00475736              -60.169            -0.019949             0.370111             -60.1627           -0.0104685              48.7738               46.306               9312.6                    0                    0                    0         -0.000682215             -9.78114          -5.4088e-08 
                0.69              401.349              9302.53            0.0364603              578.228             -1008.22             0.107684           0.00988399         -0.000751425          -0.00507354          -0.00745372          -0.00560123             -60.1726           -0.0218308             0.374142             -60.1651           -0.0106702              48.7739               46.306              9302.52                    0                    0                    0         -0.000690999             -9.78117         -5.57182e-08 
                 0.7              407.131              9292.45            0.0375473              578.125             -1008.14             0.109725           0.00988225           0.00111932          -0.00248639          -0.00718291          -0.00537297             -60.1748           -0.0215792             0.380023             -60.1675           -0.0108745              48.7739               46.306              9292.44                    0                    0                    0         -0.000699782             -9.78121         -5.73797e-08 
                0.71              412.912              9282.37            0.0386546              578.021             -1008.06             0.111706           0.00988051           0.00270252         -0.000282757          -0.00552158          -0.00414204             -60.1755           -0.0193244             0.387641               -60.17           -0.0110727               48.774               46.306              9282.35                    0                    0                    0         -0.000708563             -9.78124         -5.90719e-08 
                0.72              418.691              9272.29             0.039781              577.918             -1007.97             0.113552           0.00987877            0.0037079            0.0011332           -0.0028164          -0.00216427             -60.1752           -0.0155697             0.396559             -60.1724           -0.0112577               48.774               46.306              9272.27                    0                    0                    0         -0.000717342             -9.78127         -6.07935e-08 
                0.73               424.47              9262.21             0.040925              577.815             -1007.89             0.115217           0.00987703           0.00396037           0.00151467          0.000398467          0.000170444             -60.1744           -0.0110879             0.406106             -60.1748           -0.0114249              48.7741               46.306              9262.19                    0                    0                    0          -0.00072612              -9.7813          -6.2542e-08 
                0.74              430.248              9252.13            0.0420847              577.712             -1007.81             0.116691           0.00987528           0.00343039          0.000815017           0.00350605           0.00241443             -60.1736          -0.00676939             0.415511             -60.1772            -0.011573              48.7742               46.306              9252.11                    0                    0                    0         -0.000734896             -9.78133         -6.43145e-08 
                0.75              436.024              9242.05            0.0432582              577.609             -1007.73             0.117997           0.00987354           0.00223632         -0.000807887           0.00592455            0.0041478             -60.1736          -0.00345214             0.424047             -60.1796           -0.0117046              48.7742               46.306              9242.04                    0                    0                    0         -0.000743671             -9.78136         -6.61081e-08 
                0.76                441.8              9231.97            0.0444443              577.506             -1007.65             0.119191           0.00987179          0.000619025          -0.00302583           0.00721606           0.00505688             -60.1747          -0.00176501             0.431167             -60.1819           -0.0118253              48.7743               46.306              9231.96                    0                    0                    0         -0.000752444             -9.78139         -6.79208e-08 
                0.77              447.574               9221.9             0.045642              577.403             -1007.56              0.12035           0.00987004          -0.00110629            -0.005406           0.00716579           0.00499097             -60.1771          -0.00201455             0.436606             -60.1843           -0.0119424              48.7743               46.306              9221.88                    0                    0                    0         -0.000761216             -9.78142         -6.97514e-08 
                0.78              453.348              9211.82            0.0468514                577.3             -1007.48             0.121553           0.00986829          -0.00261128          -0.00749503           0.00581744           0.00398701             -60.1808          -0.00413476             0.440421             -60.1867           -0.0120639              48.7744               46.306              9211.81                    0                    0                    0         -0.000769986             -9.78145         -7.15999e-08 
                0.79               459.12              9201.75            0.0480734              577.196              -1007.4              0.12287           0.00986654          -0.00361681          -0.00890522           0.00345886            0.0022583             -60.1856          -0.00770815             0.442975              -60.189           -0.0121968              48.7744               46.306              9201.73                    0                    0                    0         -0.000778755             -9.78148         -7.34676e-08 
                 0.8              464.892              9191.68            0.0493094              577.093             -1007.31             0.124349           0.00986478          -0.00394476          -0.00938643          0.000561892          0.000150092             -60.1909           -0.0120526             0.444858             -60.1914           -0.0123458              48.7745               46.306              9191.66                    0                    0                    0         -0.000787522             -9.78152         -7.53567e-08 
                0.81              470.662               9181.6             0.050561              576.989             -1007.23             0.126003           0.00986303          -0.00354944           -0.0088703          -0.00231128          -0.00192889             -60.1962           -0.0163564             0.446775             -60.1938           -0.0125123              48.7745               46.306              9181.59                    0                    0                    0         -0.000796288             -9.78155         -7.72697e-08 
