              Time,ñ                  õ,m                  y,m                  z,m          Speed_X,m/s          Speed_Y,m/s          Speed_Z,m/s         Omegax,rad/c         Omegay,rad/c         Omegaz,rad/c          Alfa,degree         Betta,degree         Pitch,degree           Yaw,degree          Roll,degree          TETA,degree           PSI,degree             B,degree             L,degree                  H,m           deltaPitch             deltaYaw            deltaRoll                   Gx                   Gy                   Gz 
                   1                580.1              8990.38            0.0775003              574.985             -1005.59             0.157298           0.00982936           0.00228535         -0.000834149          -0.00256207          -0.00201644             -60.2421           -0.0196868             0.551072             -60.2395           -0.0156743              48.7755               46.306              8990.36                    0                    0                    0         -0.000962541             -9.78214         -1.18447e-07 
                1.01               585.85              8980.33            0.0790817              574.879              -1005.5             0.158972           0.00982757            0.0026642         -0.000291609         -0.000440778         -0.000464688             -60.2424           -0.0167716             0.559234             -60.2419           -0.0158441              48.7755               46.306               8980.3                    0                    0                    0         -0.000971276             -9.78217         -1.20864e-07 
                1.02              591.598              8970.27            0.0806793              574.772             -1005.41              0.16051           0.00982578           0.00248257         -0.000518084           0.00176226           0.00113749             -60.2426           -0.0137437             0.567493             -60.2443           -0.0160004              48.7756               46.306              8970.25                    0                    0                    0         -0.000980009              -9.7822         -1.23306e-07 
                1.03              597.345              8960.22            0.0822915              574.665             -1005.32             0.161922           0.00982399           0.00178955          -0.00145026           0.00361803           0.00247829             -60.2431           -0.0112236              0.57531             -60.2467           -0.0161441              48.7757               46.306              8960.19                    0                    0                    0          -0.00098874             -9.78223          -1.2577e-07 
                1.04              603.091              8950.17            0.0839174              574.558             -1005.23             0.163239           0.00982219          0.000732344          -0.00288941           0.00477575           0.00330442             -60.2443          -0.00971752             0.582245             -60.2491           -0.0162784              48.7757               46.306              8950.14                    0                    0                    0          -0.00099747             -9.78226         -1.28256e-07 
                1.05              608.836              8940.12            0.0855562              574.452             -1005.14             0.164513            0.0098204         -0.000474587          -0.00454311           0.00502907           0.00346884             -60.2464          -0.00952202             0.588042             -60.2515           -0.0164085              48.7758               46.306              8940.09                    0                    0                    0           -0.0010062             -9.78229         -1.30761e-07 
                1.06               614.58              8930.06            0.0872077              574.345             -1005.05             0.165802            0.0098186           -0.0015928          -0.00608431           0.00435268           0.00295687             -60.2495           -0.0106716              0.59267             -60.2539           -0.0165401              48.7758               46.306              8930.03                    0                    0                    0          -0.00101493             -9.78232         -1.33285e-07 
                1.07              620.323              8920.01            0.0888724              574.237             -1004.96             0.167158            0.0098168          -0.00240687          -0.00721589           0.00290282           0.00188582             -60.2534           -0.0129385             0.596327             -60.2563           -0.0166785              48.7759               46.306              8919.98                    0                    0                    0          -0.00102365             -9.78235          -1.3583e-07 
                1.08              626.065              8909.96            0.0905512               574.13             -1004.87              0.16862             0.009815          -0.00276585          -0.00772778          0.000982411           0.00047899             -60.2577           -0.0158828             0.599395             -60.2587           -0.0168276              48.7759               46.306              8909.93                    0                    0                    0          -0.00103237             -9.78238         -1.38396e-07 
                1.09              631.806              8899.92            0.0922452              574.022             -1004.78             0.170206            0.0098132          -0.00261123          -0.00753599          -0.00102161         -0.000980488             -60.2621           -0.0189439              0.60236             -60.2611           -0.0169891               48.776               46.306              8899.89                    0                    0                    0           -0.0010411             -9.78241         -1.40986e-07 
                 1.1              637.545              8889.87            0.0939557              573.914             -1004.69             0.171908            0.0098114          -0.00198621           -0.0066959          -0.00271587          -0.00220632             -60.2662           -0.0215521             0.605718             -60.2635           -0.0171622               48.776               46.306              8889.84                    0                    0                    0          -0.00104982             -9.78244           -1.436e-07 
                1.11              643.284              8879.82            0.0956837              573.806              -1004.6             0.173695            0.0098096          -0.00102493          -0.00538835          -0.00377753          -0.00296507             -60.2697           -0.0232407             0.609872             -60.2659           -0.0173439              48.7761               46.306              8879.79                    0                    0                    0          -0.00105854             -9.78248         -1.46242e-07 
                1.12              649.022              8869.78            0.0974298              573.698             -1004.51             0.175522           0.00980779          7.58817e-05          -0.00388125          -0.00401577           -0.0031206             -60.2724           -0.0237345             0.615063             -60.2683           -0.0175295              48.7761               46.306              8869.74                    0                    0                    0          -0.00106725             -9.78251         -1.48911e-07 
                1.13              654.758              8859.73            0.0991941              573.589             -1004.42             0.177334           0.00980598           0.00109692          -0.00247501          -0.00340591          -0.00265833             -60.2742           -0.0229997             0.621321             -60.2707           -0.0177139              48.7762               46.306               8859.7                    0                    0                    0          -0.00107597             -9.78254         -1.51608e-07 
                1.14              660.493              8849.69             0.100976              573.481             -1004.32             0.179084           0.00980417           0.00183988          -0.00144286          -0.00209014          -0.00168518             -60.2753           -0.0212441             0.628463             -60.2732            -0.017892              48.7762               46.306              8849.65                    0                    0                    0          -0.00108468             -9.78257         -1.54332e-07 
                1.15              666.228              8839.65             0.102775              573.372             -1004.23             0.180735           0.00980236           0.00216586          -0.00097781         -0.000345486         -0.000405585             -60.2759           -0.0188706             0.636141             -60.2756           -0.0180604              48.7763               46.306              8839.61                    0                    0                    0          -0.00109339              -9.7826         -1.57083e-07 
                1.16              671.961               8829.6             0.104591              573.263             -1004.14             0.182272           0.00980055           0.00202132          -0.00115668           0.00147391          0.000920996             -60.2765           -0.0163934             0.643908              -60.278           -0.0182175              48.7763               46.306              8829.57                    0                    0                    0           -0.0011021             -9.78263         -1.59857e-07 
                1.17              677.693              8819.56             0.106421              573.155             -1004.05             0.183702           0.00979874           0.00144658           -0.0019277           0.00300836           0.00203248             -60.2773           -0.0143334             0.651312             -60.2804           -0.0183639              48.7764               46.306              8819.53                    0                    0                    0          -0.00111081             -9.78266         -1.62655e-07 
                1.18              683.424              8809.52             0.108264              573.046             -1003.95             0.185054           0.00979692          0.000565693          -0.00312381           0.00396354           0.00271577             -60.2788           -0.0131163             0.657983             -60.2827           -0.0185026              48.7764               46.306              8809.49                    0                    0                    0          -0.00111952             -9.78269         -1.65473e-07 
                1.19              689.154              8799.48             0.110121              572.938             -1003.86              0.18637            0.0097951         -0.000439922          -0.00449827           0.00416685           0.00284762             -60.2809           -0.0129906             0.663705             -60.2851           -0.0186376              48.7765               46.306              8799.45                    0                    0                    0          -0.00112823             -9.78272         -1.68312e-07 
                 1.2              694.883              8789.45             0.111992              572.829             -1003.77             0.187698           0.00979328          -0.00136869          -0.00577527           0.00359847           0.00241668             -60.2839           -0.0139832             0.668454             -60.2875            -0.018774              48.7765               46.306              8789.41                    0                    0                    0          -0.00113693             -9.78275         -1.71172e-07 
                1.21               700.61              8779.41             0.113876               572.72             -1003.67             0.189083           0.00979146          -0.00203918          -0.00670515           0.00239144           0.00152304             -60.2875              -0.0159               0.6724             -60.2899           -0.0189162              48.7766               46.306              8779.37                    0                    0                    0          -0.00114563             -9.78278         -1.74051e-07 
                1.22              706.337              8769.37             0.115774               572.61             -1003.58             0.190558           0.00978964          -0.00232549           -0.0071131          0.000801537          0.000355658             -60.2915           -0.0183688             0.675865             -60.2923           -0.0190674              48.7766               46.306              8769.33                    0                    0                    0          -0.00115434             -9.78282         -1.76953e-07 
                1.23              712.063              8759.34             0.117687              572.501             -1003.49             0.192136           0.00978782           -0.0021809            -0.006932         -0.000846348         -0.000847173             -60.2956           -0.0209182             0.679259             -60.2947            -0.019229              48.7767               46.306               8759.3                    0                    0                    0          -0.00116304             -9.78285         -1.79878e-07 
                1.24              717.787               8749.3             0.119617              572.391             -1003.39              0.19381           0.00978599          -0.00164518          -0.00621305           -0.0022243          -0.00184627             -60.2994           -0.0230725             0.682996             -60.2971           -0.0194002              48.7767               46.306              8749.26                    0                    0                    0          -0.00117173             -9.78288         -1.82828e-07 
                1.25               723.51              8739.27             0.121564              572.281              -1003.3             0.195554           0.00978416         -0.000834753          -0.00511292          -0.00306646            -0.002449             -60.3026           -0.0244467             0.687408             -60.2995           -0.0195785              48.7768               46.306              8739.23                    0                    0                    0          -0.00118043             -9.78291         -1.85804e-07 
                1.26              729.233              8729.24             0.123528              572.171              -1003.2             0.197328           0.00978233          8.22907e-05          -0.00386002          -0.00322023          -0.00254634             -60.3052           -0.0248207             0.692689              -60.302           -0.0197599              48.7768               46.306               8729.2                    0                    0                    0          -0.00118912             -9.78294         -1.88807e-07 
                1.27              734.954              8719.21              0.12551               572.06             -1003.11             0.199088            0.0097805          0.000920827          -0.00270742          -0.00267376          -0.00213252             -60.3071           -0.0241785             0.698851             -60.3044             -0.01994              48.7769               46.306              8719.16                    0                    0                    0          -0.00119782             -9.78297         -1.91837e-07 
                1.28              740.674              8709.17              0.12751               571.95             -1003.01             0.200792           0.00977867           0.00151595          -0.00188185          -0.00155475          -0.00130356             -60.3084           -0.0227073             0.705733             -60.3068           -0.0201146              48.7769               46.306              8709.13                    0                    0                    0          -0.00120651               -9.783         -1.94894e-07 
                1.29              746.393              8699.15             0.129526               571.84             -1002.92             0.202412           0.00977684           0.00175535          -0.00153917         -0.000101543         -0.000235665             -60.3093            -0.020754             0.713032             -60.3092           -0.0202808               48.777               46.306               8699.1                    0                    0                    0           -0.0012152             -9.78303         -1.97976e-07 
                 1.3              752.111              8689.12             0.131557              571.729             -1002.82             0.203937             0.009775           0.00160044          -0.00173506           0.00138721          0.000851938             -60.3102           -0.0187528             0.720371             -60.3116           -0.0204375               48.777               46.306              8689.07                    0                    0                    0          -0.00122389             -9.78306         -2.01082e-07 
                1.31              757.827              8679.09             0.133604              571.619             -1002.72             0.205374           0.00977317           0.00109226          -0.00241629           0.00261361           0.00174176             -60.3114           -0.0171358             0.727376              -60.314           -0.0205855              48.7771               46.306              8679.04                    0                    0                    0          -0.00123257             -9.78309         -2.04211e-07 
                1.32              763.543              8669.06             0.135665              571.508             -1002.63             0.206748           0.00977133          0.000341462          -0.00343405              0.00334           0.00226146              -60.313           -0.0162473             0.733747             -60.3164           -0.0207272              48.7771               46.306              8669.02                    0                    0                    0          -0.00124126             -9.78312         -2.07361e-07 
                1.33              769.258              8659.04             0.137739              571.398             -1002.53             0.208096           0.00976949          -0.00049557          -0.00457598           0.00343491           0.00231716             -60.3153           -0.0162768             0.739319             -60.3188           -0.0208664              48.7772               46.306              8658.99                    0                    0                    0          -0.00124994             -9.78315         -2.10533e-07 
                1.34              774.971              8649.01             0.139827              571.287             -1002.43             0.209459           0.00976765          -0.00124908          -0.00561025           0.00289669            0.0019103             -60.3183           -0.0172254             0.744092             -60.3212           -0.0210072              48.7772               46.306              8648.96                    0                    0                    0          -0.00125862             -9.78319         -2.13724e-07 
                1.35              780.683              8638.99             0.141928              571.176             -1002.34             0.210874            0.0097658          -0.00177033          -0.00633251           0.00185052           0.00113493             -60.3217           -0.0189099             0.748225             -60.3236           -0.0211532              48.7773               46.306              8638.94                    0                    0                    0           -0.0012673             -9.78322         -2.16937e-07 
                1.36              786.394              8628.96             0.144044              571.065             -1002.24             0.212366           0.00976396           -0.0019609          -0.00660621          0.000520124          0.000156511             -60.3255           -0.0210047                0.752              -60.326            -0.021307              48.7773               46.306              8628.92                    0                    0                    0          -0.00127598             -9.78325         -2.20172e-07 
                1.37              792.105              8618.94             0.146176              570.953             -1002.14             0.213944           0.00976211          -0.00179126          -0.00638833         -0.000819697         -0.000823047             -60.3292           -0.0231102             0.755764             -60.3284           -0.0214696              48.7774               46.306              8618.89                    0                    0                    0          -0.00128466             -9.78328         -2.23431e-07 
                1.38              797.814              8608.92             0.148324              570.842             -1002.04               0.2156           0.00976026          -0.00130502           -0.0057357          -0.00189952          -0.00160691             -60.3327           -0.0248351             0.759858             -60.3308             -0.02164              48.7775               46.306              8608.87                    0                    0                    0          -0.00129333             -9.78331         -2.26714e-07 
                1.39              803.521               8598.9             0.150488               570.73             -1001.95              0.21731           0.00975841         -0.000608408          -0.00479124          -0.00250936          -0.00204275             -60.3357           -0.0258749             0.764546             -60.3332           -0.0218158              48.7775               46.306              8598.85                    0                    0                    0          -0.00130201             -9.78334         -2.30024e-07 
                 1.4              809.228              8588.88              0.15267              570.618             -1001.85             0.219039           0.00975656          0.000152645          -0.00375297          -0.00253944          -0.00205232             -60.3382           -0.0260711             0.769966             -60.3356           -0.0219937              48.7776               46.306              8588.83                    0                    0                    0          -0.00131068             -9.78337         -2.33359e-07 
                1.41              814.934              8578.87             0.154869              570.506             -1001.75             0.220749           0.00975471           0.00082291          -0.00283277          -0.00199972          -0.00164535             -60.3401           -0.0254395             0.776105              -60.338           -0.0221698              48.7776               46.306              8578.81                    0                    0                    0          -0.00131935              -9.7834         -2.36721e-07 
                1.42              820.638              8568.85             0.157085              570.394             -1001.65             0.222408           0.00975286           0.00126942          -0.00221321          -0.00101485         -0.000915315             -60.3415           -0.0241623             0.782803             -60.3405           -0.0223408              48.7777               46.306               8568.8                    0                    0                    0          -0.00132802             -9.78343         -2.40109e-07 
                1.43              826.342              8558.83             0.159317              570.281             -1001.55             0.223994             0.009751           0.00140779          -0.00201146           0.00020399         -1.84882e-05             -60.3427           -0.0225476             0.789794             -60.3429           -0.0225046              48.7777               46.306              8558.78                    0                    0                    0          -0.00133668             -9.78346         -2.43521e-07 
                1.44              832.044              8548.82             0.161564              570.169             -1001.45             0.225501           0.00974914           0.00121809          -0.00225717           0.00140398          0.000859286             -60.3439           -0.0209633             0.796757             -60.3453           -0.0226604              48.7778               46.306              8548.76                    0                    0                    0          -0.00134535             -9.78349         -2.46957e-07 
                1.45              837.745               8538.8             0.163827              570.057             -1001.35             0.226937           0.00974728          0.000747336          -0.00288863            0.0023429           0.00154093             -60.3453           -0.0197613             0.803387             -60.3477           -0.0228092              48.7778               46.306              8538.75                    0                    0                    0          -0.00135401             -9.78352         -2.50416e-07 
                1.46              843.445              8528.79             0.166103              569.944             -1001.25             0.228327           0.00974542          9.82774e-05          -0.00376761            0.0028379           0.00189378             -60.3472           -0.0192067             0.809453             -60.3501           -0.0229534              48.7779               46.306              8528.73                    0                    0                    0          -0.00136267             -9.78356         -2.53896e-07 
                1.47              849.144              8518.78             0.168393              569.832             -1001.15             0.229701           0.00974356         -0.000592764           -0.0047092           0.00280103           0.00185536             -60.3496           -0.0194263             0.814845             -60.3525           -0.0230961              48.7779               46.306              8518.72                    0                    0                    0          -0.00137133             -9.78359         -2.57398e-07 
                1.48              854.842              8508.77             0.170697              569.719             -1001.05             0.231096           0.00974169          -0.00118443          -0.00552061           0.00225464           0.00144428             -60.3526           -0.0203865             0.819593             -60.3549           -0.0232409               48.778               46.306              8508.71                    0                    0                    0          -0.00137999             -9.78362          -2.6092e-07 
                1.49              860.538              8498.76             0.173015              569.606             -1000.95             0.232539           0.00973983          -0.00155919          -0.00604048           0.00132398          0.000754337             -60.3559           -0.0219041             0.823855             -60.3573           -0.0233907               48.778               46.306               8498.7                    0                    0                    0          -0.00138865             -9.78365         -2.64464e-07 
                 1.5              866.234              8488.75             0.175348              569.493             -1000.85             0.234049           0.00973796          -0.00164665          -0.00617097          0.000209053         -6.64374e-05             -60.3595           -0.0236877             0.827885             -60.3597           -0.0235473              48.7781               46.306              8488.69                    0                    0                    0           -0.0013973             -9.78368         -2.68031e-07 
                1.51              871.928              8478.74             0.177696               569.38             -1000.75              0.23563           0.00973609          -0.00143675          -0.00589608          -0.00085805         -0.000847341             -60.3629           -0.0253992             0.831976             -60.3621           -0.0237111              48.7781               46.306              8478.68                    0                    0                    0          -0.00140596             -9.78371         -2.71622e-07 
                1.52              877.621              8468.73             0.180061              569.266             -1000.65             0.237272           0.00973422         -0.000980312          -0.00528283          -0.00166124          -0.00143035             -60.3662           -0.0267244             0.836402             -60.3645           -0.0238811              48.7782               46.306              8468.67                    0                    0                    0          -0.00141461             -9.78374         -2.75237e-07 
                1.53              883.313              8458.73             0.182442              569.153             -1000.54             0.238952           0.00973235         -0.000377151          -0.00446557          -0.00204412          -0.00170204              -60.369           -0.0274362              0.84136             -60.3669            -0.024055              48.7782               46.306              8458.67                    0                    0                    0          -0.00142326             -9.78377         -2.78877e-07 
                1.54              889.004              8448.72              0.18484              569.039             -1000.44              0.24064           0.00973048          0.000245499          -0.00361681          -0.00194033          -0.00161558             -60.3713           -0.0274391             0.846933             -60.3693           -0.0242297              48.7783               46.306              8448.66                    0                    0                    0          -0.00143191              -9.7838         -2.82544e-07 
                1.55              894.694              8438.72             0.187255              568.925             -1000.34             0.242305            0.0097286          0.000759708          -0.00291099          -0.00138478          -0.00119862             -60.3731           -0.0267848             0.853077             -60.3717           -0.0244022              48.7783               46.306              8438.66                    0                    0                    0          -0.00144055             -9.78383         -2.86236e-07 
                1.56              900.383              8428.72             0.189686              568.811             -1000.24              0.24392           0.00972672           0.00106306          -0.00248873         -0.000503847         -0.000545649             -60.3747           -0.0256582              0.85963             -60.3742           -0.0245699              48.7784               46.306              8428.65                    0                    0                    0           -0.0014492             -9.78386         -2.89953e-07 
                1.57               906.07              8418.71             0.192133              568.697             -1000.13             0.245472           0.00972484           0.00109899          -0.00242883           0.00051292          0.000203019              -60.376           -0.0243361             0.866351             -60.3766           -0.0247311              48.7784               46.306              8418.65                    0                    0                    0          -0.00145784             -9.78389         -2.93694e-07 
                1.58              911.757              8408.71             0.194595              568.583             -1000.03             0.246958           0.00972296          0.000867251          -0.00273374            0.0014533          0.000891253             -60.3775           -0.0231277             0.872973              -60.379           -0.0248859              48.7785               46.306              8408.65                    0                    0                    0          -0.00146648             -9.78393         -2.97459e-07 
                1.59              917.442              8398.71             0.197072              568.469             -999.928             0.248391           0.00972108          0.000422559          -0.00333094           0.00212654           0.00137953             -60.3792           -0.0223103             0.879254             -60.3814           -0.0250352              48.7785               46.306              8398.65                    0                    0                    0          -0.00147512             -9.78396         -3.01246e-07 
                 1.6              923.126              8388.71             0.199563              568.354             -999.825             0.249792            0.0097192         -0.000138029          -0.00408977           0.00240197           0.00157316             -60.3813           -0.0220737             0.885029             -60.3838           -0.0251815              48.7786               46.306              8388.65                    0                    0                    0          -0.00148376             -9.78399         -3.05054e-07 
                1.61              928.809              8378.72             0.202068               568.24             -999.721              0.25119           0.00971731         -0.000696138          -0.00484978            0.0022343           0.00144061             -60.3839           -0.0224828             0.890241             -60.3862           -0.0253275              48.7786               46.306              8378.65                    0                    0                    0           -0.0014924             -9.78402         -3.08884e-07 
                1.62              934.491              8368.72             0.204587              568.125             -999.617             0.252612           0.00971543            -0.001137          -0.00545451           0.00167063           0.00101833             -60.3869           -0.0234682             0.894952             -60.3886           -0.0254761              48.7787               46.306              8368.65                    0                    0                    0          -0.00150103             -9.78405         -3.12736e-07 
                1.63              940.172              8358.72              0.20712              568.011             -999.513             0.254081           0.00971354            -0.001373          -0.00578365          0.000838358          0.000401472             -60.3901           -0.0248436             0.899322              -60.391           -0.0256294              48.7787               46.306              8358.65                    0                    0                    0          -0.00150967             -9.78408         -3.16609e-07 
                1.64              945.851              8348.73             0.209668              567.896             -999.408             0.255608           0.00971165           -0.0013611          -0.00577694         -8.32435e-05         -0.000277278             -60.3935           -0.0263472              0.90358             -60.3934           -0.0257886              48.7788               46.306              8348.66                    0                    0                    0           -0.0015183             -9.78411         -3.20506e-07 
                1.65               951.53              8338.74             0.212232               567.78             -999.303             0.257192           0.00970976          -0.00111059          -0.00544504         -0.000901408         -0.000876062             -60.3967            -0.027698             0.907969             -60.3958           -0.0259538              48.7788               46.306              8338.67                    0                    0                    0          -0.00152693             -9.78414         -3.24426e-07 
                1.66              957.207              8328.74             0.214812              567.665             -999.198             0.258822           0.00970786         -0.000679837          -0.00486556          -0.00145004          -0.00127341             -60.3997           -0.0286543               0.9127             -60.3982           -0.0261235              48.7789               46.306              8328.67                    0                    0                    0          -0.00153556             -9.78417         -3.28371e-07 
                1.67              962.883              8318.75             0.217409               567.55             -999.093             0.260474           0.00970597          -0.00016297           -0.0041653          -0.00162339          -0.00139282             -60.4023           -0.0290624             0.917907             -60.4006           -0.0262956              48.7789               46.306              8318.68                    0                    0                    0          -0.00154418              -9.7842         -3.32341e-07 
                1.68              968.558              8308.76             0.220022              567.434             -998.988             0.262122           0.00970407          0.000330506          -0.00349267          -0.00139629          -0.00121745             -60.4045           -0.0288865             0.923621              -60.403           -0.0264674               48.779               46.306              8308.69                    0                    0                    0          -0.00155281             -9.78423         -3.36336e-07 
                1.69              974.232              8298.77             0.222651              567.318             -998.882             0.263743           0.00970217          0.000698829          -0.00298642         -0.000827279         -0.000791977             -60.4063           -0.0282128             0.929766             -60.4055           -0.0266365               48.779               46.306               8298.7                    0                    0                    0          -0.00156143             -9.78426         -3.40357e-07 
                 1.7              979.904              8288.78             0.225297              567.202             -998.776             0.265318           0.00970028          0.000868902          -0.00274701         -4.41816e-05          -0.00021176             -60.4079           -0.0272283              0.93618             -60.4079            -0.026801              48.7791               46.306              8288.71                    0                    0                    0          -0.00157005             -9.78429         -3.44402e-07 
                1.71              985.576               8278.8             0.227957              567.086              -998.67             0.266837           0.00969837          0.000810748          -0.00281683           0.00078428          0.000398332             -60.4095           -0.0261795              0.94265             -60.4103             -0.02696              48.7791               46.306              8278.72                    0                    0                    0          -0.00157867             -9.78433          -3.4847e-07 
                1.72              991.246              8268.81             0.230633               566.97             -998.563             0.268305           0.00969647          0.000542644          -0.00317279           0.00148465          0.000910651             -60.4112           -0.0253195             0.948954             -60.4127           -0.0271138              48.7792               46.306              8268.73                    0                    0                    0          -0.00158729             -9.78436         -3.52562e-07 
                1.73              996.915              8258.83             0.233323              566.854             -998.456             0.269734           0.00969457          0.000126087           -0.0037329           0.00191495            0.0012214             -60.4132           -0.0248549             0.954913             -60.4151           -0.0272638              48.7792               46.306              8258.75                    0                    0                    0          -0.00159591             -9.78439         -3.56675e-07 
                1.74              1002.58              8248.84             0.236028              566.738             -998.349             0.271146           0.00969266         -0.000348118          -0.00437482            0.0019934           0.00127162             -60.4155           -0.0249044             0.960424             -60.4175           -0.0274122              48.7793               46.306              8248.76                    0                    0                    0          -0.00160452             -9.78442          -3.6081e-07 
                1.75              1008.25              8238.86             0.238746              566.622             -998.241             0.272565           0.00969075         -0.000779561          -0.00496246           0.00171383           0.00105829             -60.4182           -0.0254762              0.96548             -60.4199           -0.0275613              48.7793               46.306              8238.78                    0                    0                    0          -0.00161313             -9.78445         -3.64967e-07 
                1.76              1013.92              8228.88             0.241479              566.505             -998.134             0.274012           0.00968884          -0.00107943          -0.00537472           0.00114495          0.000633467             -60.4211           -0.0264695             0.970168             -60.4223           -0.0277133              48.7794               46.306               8228.8                    0                    0                    0          -0.00162174             -9.78448         -3.69146e-07 
                1.77              1019.58               8218.9             0.244227              566.389             -998.026             0.275504           0.00968693          -0.00118879          -0.00553043          0.000413968          9.19531e-05             -60.4243           -0.0276979              0.97465             -60.4247           -0.0278699              48.7794               46.306              8218.81                    0                    0                    0          -0.00163035             -9.78451         -3.73347e-07 
                1.78              1025.24              8208.92             0.246989              566.272             -997.918             0.277044           0.00968502          -0.00109012          -0.00540425         -0.000321604         -0.000449687             -60.4274           -0.0289314             0.979127             -60.4271           -0.0280315              48.7795               46.306              8208.83                    0                    0                    0          -0.00163896             -9.78454         -3.77572e-07 
                1.79              1030.91              8198.94             0.249768              566.155             -997.809             0.278629           0.00968311         -0.000809934          -0.00503057         -0.000907695         -0.000878093             -60.4305           -0.0299452             0.983794             -60.4295           -0.0281977              48.7795               46.306              8198.85                    0                    0                    0          -0.00164757             -9.78457          -3.8182e-07 
                 1.8              1036.57              8188.96             0.252562              566.037             -997.701             0.280243           0.00968119         -0.000412074          -0.00449469          -0.00122588          -0.00110677             -60.4332           -0.0305666             0.988801             -60.4319           -0.0283669              48.7796               46.306              8188.88                    0                    0                    0          -0.00165617              -9.7846         -3.86093e-07 
                1.81              1042.23              8178.98             0.255373               565.92             -997.592             0.281866           0.00967927          1.66323e-05          -0.00391364          -0.00121722          -0.00109351             -60.4356           -0.0307102             0.994222             -60.4344           -0.0285371              48.7796               46.306               8178.9                    0                    0                    0          -0.00166477             -9.78463         -3.90391e-07 
                1.82              1047.88              8169.01             0.258199              565.802             -997.483             0.283477           0.00967736          0.000385214          -0.00341075         -0.000893062         -0.000848061             -60.4377           -0.0303932              1.00004             -60.4368           -0.0287062              48.7797               46.306              8168.92                    0                    0                    0          -0.00167337             -9.78466         -3.94713e-07 
